"feedback_text","sentiment_label"
"Dù áp lực vì tiến độ nhanh nhưng cuối cùng em vẫn hiểu được nội dung chính.","POSITIVE"
"Dù áp lực vì bài hơi khó nhưng cuối cùng em vẫn xử lý ổn mọi thứ.","POSITIVE"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy cáu gắt liên tục.","NEGATIVE"
"Có lúc thấy cảm thấy bất an nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Có lúc thấy mất động lực nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Dù đã cố gắng nhưng em vẫn cứ thấy cảm thấy bất an, không biết làm thế nào.","NEGATIVE"
"Mặc dù quá tải thật sự nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Dù thiếu ngủ nhưng em vẫn xử lý ổn mọi thứ tốt, không quá lo.","POSITIVE"
"Hơi mất động lực nhưng em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Em đang phải vừa lo việc làm thêm chiếm hết thời gian vừa lo kế hoạch sau tốt nghiệp, cảm giác mất động lực thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Mặc dù không theo kịp nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Dù áp lực vì tiến độ nhanh nhưng cuối cùng em vẫn theo kịp bài.","POSITIVE"
"Dù bài hơi khó, em vẫn cảm thấy ổn và xử lý ổn mọi thứ được.","POSITIVE"
"Dù hơi kiệt sức thật nhưng em vẫn đang làm được bài tập bình thường.","NEUTRAL"
"Em cũng muốn hiểu bài lắm nhưng hiện tại chỉ thấy cáu gắt liên tục thôi.","NEGATIVE"
"Nhờ ngủ đủ giấc hơn trước nên em có thêm năng lượng, thấy hứng thú hẳn lên với mọi thứ, kể cả cách chấm điểm.","POSITIVE"
"Em vẫn đang cố cân bằng giữa cuộc sống và mức năng lượng hàng ngày nên nhìn chung thấy ổn định thôi.","NEUTRAL"
"Tưởng sẽ cân bằng được nhưng cuối cùng em lại thấy đuối sức.","NEGATIVE"
"Cứ nghĩ mọi thứ sẽ ổn hơn nhưng em lại thấy stress nặng hoài.","NEGATIVE"
"Dù thiếu ngủ, em vẫn cảm thấy ổn và làm được bài tập được.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại feedback từ thầy cô em thấy tự tin hơn trước nhiều và dễ xử lý hơn trước.","POSITIVE"
"Cứ nghĩ mọi thứ sẽ ổn hơn nhưng em lại thấy kiệt sức hoài.","NEGATIVE"
"Dù bài hơi khó, em vẫn cảm thấy ổn và vẫn học ổn được.","POSITIVE"
"Mặc dù đuối sức nhưng em vẫn làm được bài tập được.","NEUTRAL"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang cáu gắt liên tục nhiều lắm.","NEGATIVE"
"Em biết không hiểu bài mà ngại hỏi không phải lỗi của ai nhưng cứ thấy rất chán nản và không kiểm soát được cảm xúc.","NEGATIVE"
"Dù hơi mất động lực thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Cứ tưởng sẽ dễ vượt qua dễ dàng hơn nhưng thực ra em đang stress nặng nhiều lắm.","NEGATIVE"
"Có lúc thấy kiệt sức nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dù hơi bực bội không kiểm soát được thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
"Nhờ tìm được phương pháp học phù hợp nên em có thêm năng lượng, thấy rất thoải mái với mọi thứ, kể cả việc nấu ăn tự túc.","POSITIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả tâm lý bất ổn, vẫn còn ổn định.","NEUTRAL"
"Vì mất định hướng không biết đi đâu nên dù mối quan hệ nhóm không hẳn là quá khó, em vẫn cứ thấy nặng nề trong lòng liên tục.","NEGATIVE"
"Hơi đuối sức nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Hơi không theo kịp nhưng em vẫn hiểu được nội dung chính.","NEUTRAL"
"lịch học dày không làm em nản, em vẫn hiểu được nội dung chính như thường.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên mục tiêu cá nhân không còn là áp lực lớn, em thấy khá tự tin.","POSITIVE"
"Cứ tưởng sẽ dễ hiểu bài hơn nhưng thực ra em đang stress nặng nhiều lắm.","NEGATIVE"
"Tuy không theo kịp nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả sức đề kháng giảm, vẫn còn chưa có cảm xúc gì mạnh.","NEUTRAL"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang rất mệt mỏi nhiều lắm.","NEGATIVE"
"Em cũng muốn ổn định lắm nhưng hiện tại chỉ thấy quá tải thật sự thôi.","NEGATIVE"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy đuối sức.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên chuyện tình cảm không còn là áp lực lớn, em thấy nhẹ đầu hơn nhiều.","POSITIVE"
"Em đang phải vừa lo cảm thấy cô đơn và không có ai chia sẻ vừa lo bạn bè trong lớp, cảm giác bị quá tải thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên giấc ngủ không còn là áp lực lớn, em thấy hài lòng ghê.","POSITIVE"
"Em đang phải vừa lo kỳ vọng của gia đình quá lớn vừa lo cảm giác mất phương hướng, cảm giác muốn bỏ cuộc thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Lo lắng về điểm giữa kỳ nhưng em vẫn đang ôn tập bình thường.","NEUTRAL"
"Có lúc thấy rất mệt mỏi nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Chuyện không hiểu bài mà ngại hỏi đang ảnh hưởng nhiều, cứ tiếp cận mối quan hệ nhóm mà em luôn trong trạng thái nản lắm rồi mấy ngày nay.","NEGATIVE"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy không tập trung được thôi.","NEGATIVE"
"Dù hơi không theo kịp thật nhưng em vẫn đang vẫn học ổn bình thường.","NEUTRAL"
"Dù hơi stress nặng thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với lo ngại về việc làm em thấy hứng thú hẳn lên và dễ chịu hơn trước.","POSITIVE"
"Tuy mất động lực nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dạo này em đang gặp chuyện cảm thấy cô đơn và không có ai chia sẻ, vì thế khi đối mặt với việc học nhóm cứ thấy đầu óc quay tít và khó tập trung.","NEGATIVE"
"Dạo này em đang gặp chuyện mất ngủ liên tục mấy tuần nay, vì thế khi đối mặt với mục tiêu cá nhân cứ thấy hơi mệt và khó tập trung.","NEGATIVE"
"Tưởng sẽ theo kịp nhưng cuối cùng em lại thấy rất mệt mỏi.","NEGATIVE"
"Hơi đuối sức nhưng em vẫn làm được bài tập.","NEUTRAL"
"Dù áp lực vì lịch học dày nhưng cuối cùng em vẫn theo kịp bài.","POSITIVE"
"Em chưa có cảm xúc gì mạnh với môn này, học xong rồi thôi.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với lo âu về tương lai em thấy chill hơn hẳn và dễ chịu hơn trước.","POSITIVE"
"Em biết không có tài liệu rõ ràng không phải lỗi của ai nhưng cứ thấy bất an và không kiểm soát được cảm xúc.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại áp lực từ bố mẹ em thấy thấy tiến bộ rõ và dễ xử lý hơn trước.","POSITIVE"
"Nhờ được nghỉ ngơi đủ cuối tuần nên em có thêm năng lượng, thấy có động lực hơn hẳn với mọi thứ, kể cả tốc độ giảng bài.","POSITIVE"
"lịch học dày không làm em nản, em vẫn xử lý ổn mọi thứ như thường.","POSITIVE"
"Tuy không tập trung được nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Dù hơi đuối sức thật nhưng em vẫn đang vẫn học ổn bình thường.","NEUTRAL"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy mất động lực.","NEGATIVE"
"Dạo này sinh hoạt của em hơi rối nên nỗi sợ thất bại cũng chỉ ở mức ở mức trung bình, chưa có gì nổi bật.","NEUTRAL"
"Dạo này em đang gặp chuyện áp lực từ nhiều môn cùng lúc, vì thế khi đối mặt với chi tiêu hàng tháng cứ thấy nản lắm rồi và khó tập trung.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên việc học nhóm không còn là áp lực lớn, em thấy thoải mái và nhẹ nhõm.","POSITIVE"
"Hơi cáu gắt liên tục nhưng em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại việc ăn uống em thấy thoải mái và nhẹ nhõm và dễ xử lý hơn trước.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại định hướng nghề nghiệp em thấy hài lòng ghê và dễ xử lý hơn trước.","POSITIVE"
"Mặc dù quá tải thật sự nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Bài này em chưa nắm rõ lắm nhưng chưa đến mức lo nhiều.","NEUTRAL"
"Do bài nhiều mà thời gian không đủ kéo dài, em trở nên tê liệt không muốn làm gì với xung quanh, kể cả với nỗi sợ thất bại dù không muốn vậy.","NEGATIVE"
"Do kỳ vọng của gia đình quá lớn kéo dài, em trở nên dễ nản với xung quanh, kể cả với chuyện gia đình dù không muốn vậy.","NEGATIVE"
"tiến độ nhanh không làm em nản, em vẫn theo kịp bài như thường.","POSITIVE"
"Cứ tưởng sẽ dễ ổn định hơn nhưng thực ra em đang cảm thấy bất an nhiều lắm.","NEGATIVE"
"Dù áp lực vì áp lực thi cử nhưng cuối cùng em vẫn giữ được tâm lý tốt.","POSITIVE"
"Cứ tưởng sẽ dễ ổn định hơn nhưng thực ra em đang rất mệt mỏi nhiều lắm.","NEGATIVE"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy bực bội không kiểm soát được thôi.","NEGATIVE"
"Em vẫn đang cố cân bằng giữa cuộc sống và thời gian tự do nên nhìn chung thấy tạm chấp nhận được thôi.","NEUTRAL"
"Tuy quá tải thật sự nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Nhờ áp lực gia đình giảm bớt nên em có thêm năng lượng, thấy phấn khởi hơn nhiều với mọi thứ, kể cả bạn bè trong lớp.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với tài liệu học tập em thấy hài lòng ghê và dễ chịu hơn trước.","POSITIVE"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang bực bội không kiểm soát được nhiều lắm.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên chuyện tình cảm không còn là áp lực lớn, em thấy tự tin hơn trước nhiều.","POSITIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả tình trạng mệt mỏi, vẫn còn bình bình.","NEUTRAL"
"Vì thiếu ngủ liên tục mấy ngày nên dù cảm giác mất phương hướng không hẳn là quá khó, em vẫn cứ thấy mất động lực liên tục.","NEGATIVE"
"Dù áp lực vì tiến độ nhanh nhưng cuối cùng em vẫn vẫn học ổn.","POSITIVE"
"Em biết không hiểu bài mà ngại hỏi không phải lỗi của ai nhưng cứ thấy nặng nề trong lòng và không kiểm soát được cảm xúc.","NEGATIVE"
"Tuy kiệt sức nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Em đang phải vừa lo mất định hướng không biết đi đâu vừa lo mức năng lượng hàng ngày, cảm giác không thoải mái thật sự, không biết trụ được bao lâu.","NEGATIVE"
"bài hơi khó không làm em nản, em vẫn xử lý ổn mọi thứ như thường.","POSITIVE"
"Em cũng muốn hiểu bài lắm nhưng hiện tại chỉ thấy bực bội không kiểm soát được thôi.","NEGATIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả việc học nhóm, vẫn còn không có gì nổi bật.","NEUTRAL"
"Em cũng muốn cân bằng được lắm nhưng hiện tại chỉ thấy quá tải thật sự thôi.","NEGATIVE"
"Hơi không tập trung được nhưng em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Em biết tiến độ học quá nhanh không phải lỗi của ai nhưng cứ thấy đầu óc quay tít và không kiểm soát được cảm xúc.","NEGATIVE"
"Tuy quá tải thật sự nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Hơi rất mệt mỏi nhưng em vẫn theo kịp bài.","NEUTRAL"
"Dạo này em đang gặp chuyện không hiểu bài mà ngại hỏi, vì thế khi đối mặt với kế hoạch sau tốt nghiệp cứ thấy muốn bỏ cuộc và khó tập trung.","NEGATIVE"
"Vì tiến độ học quá nhanh nên dù việc tìm kiếm thực tập không hẳn là quá khó, em vẫn cứ thấy kiệt sức liên tục.","NEGATIVE"
"Dù áp lực thi cử nhưng em vẫn giữ được tâm lý tốt tốt, không quá lo.","POSITIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại việc làm thêm em thấy thoải mái và nhẹ nhõm và dễ xử lý hơn trước.","POSITIVE"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang quá tải thật sự nhiều lắm.","NEGATIVE"
"Tuy mất động lực nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang kiệt sức nhiều lắm.","NEGATIVE"
"Do không có tài liệu rõ ràng kéo dài, em trở nên rất áp lực với xung quanh, kể cả với việc nấu ăn tự túc dù không muốn vậy.","NEGATIVE"
"Dù tiến độ nhanh nhưng em vẫn vẫn học ổn tốt, không quá lo.","POSITIVE"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang stress nặng nhiều lắm.","NEGATIVE"
"Dù hơi cảm thấy bất an thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
"Vì kỳ vọng của gia đình quá lớn nên dù cảm giác không đủ năng lực không hẳn là quá khó, em vẫn cứ thấy rất chán nản liên tục.","NEGATIVE"
"Hơi bực bội không kiểm soát được nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang không theo kịp nhiều lắm.","NEGATIVE"
"Dạo này em đang gặp chuyện thiếu ngủ liên tục mấy ngày, vì thế khi đối mặt với việc nấu ăn tự túc cứ thấy bị quá tải và khó tập trung.","NEGATIVE"
"Dù đã cố gắng nhưng em vẫn cứ thấy rất mệt mỏi, không biết làm thế nào.","NEGATIVE"
"Thật ra em đang rất mệt, học kiểu này không vào đầu được.","NEGATIVE"
"Mặc dù cảm thấy bất an nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy đuối sức.","NEGATIVE"
"Tưởng sẽ học tốt nhưng cuối cùng em lại thấy cáu gắt liên tục.","NEGATIVE"
"Vì áp lực thi cử tích lũy quá lâu nên dù mối quan hệ nhóm không hẳn là quá khó, em vẫn cứ thấy tê liệt không muốn làm gì liên tục.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên tài liệu học tập không còn là áp lực lớn, em thấy dễ tiếp thu hơn.","POSITIVE"
"Dạo này em đang gặp chuyện sức khoẻ không tốt dạo này, vì thế khi đối mặt với bài thực hành cứ thấy nặng nề trong lòng và khó tập trung.","NEGATIVE"
"áp lực thi cử không làm em nản, em vẫn hiểu được nội dung chính như thường.","POSITIVE"
"Em thấy mọi thứ đang đi đúng hướng, chưa có gì đáng lo.","NEUTRAL"
"Em biết mất ngủ liên tục mấy tuần nay không phải lỗi của ai nhưng cứ thấy cáu gắt và mất kiên nhẫn và không kiểm soát được cảm xúc.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với lịch học em thấy vui vì hiểu ra rồi và dễ chịu hơn trước.","POSITIVE"
"Vì sức khoẻ không tốt dạo này nên dù nỗi sợ thất bại không hẳn là quá khó, em vẫn cứ thấy hoang mang thật sự liên tục.","NEGATIVE"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy stress nặng thôi.","NEGATIVE"
"Hơi quá tải thật sự nhưng em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Mặc dù kiệt sức nhưng em vẫn xử lý ổn mọi thứ được.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên cảm giác bị hiểu lầm không còn là áp lực lớn, em thấy hứng thú hẳn lên.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với cách chấm điểm em thấy phấn khởi hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Dù hơi rất mệt mỏi thật nhưng em vẫn đang xử lý ổn mọi thứ bình thường.","NEUTRAL"
"Cứ tưởng sẽ dễ cân bằng được hơn nhưng thực ra em đang mất động lực nhiều lắm.","NEGATIVE"
"Em biết deadline dồn vào một tuần không phải lỗi của ai nhưng cứ thấy hơi mệt và không kiểm soát được cảm xúc.","NEGATIVE"
"Tuy rất mệt mỏi nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Dù hơi stress nặng thật nhưng em vẫn đang làm được bài tập bình thường.","NEUTRAL"
"Mặc dù rất mệt mỏi nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Mặc dù stress nặng nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên cảm giác mất phương hướng không còn là áp lực lớn, em thấy phấn khởi hơn nhiều.","POSITIVE"
"Hơi quá tải thật sự nhưng em vẫn vẫn học ổn.","NEUTRAL"
"Nhờ sắp xếp được thời gian hợp lý nên em có thêm năng lượng, thấy dễ tiếp thu hơn với mọi thứ, kể cả feedback từ thầy cô.","POSITIVE"
"Có lúc thấy không theo kịp nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Dù tiến độ nhanh nhưng em vẫn theo kịp bài tốt, không quá lo.","POSITIVE"
"Kỳ này em cân bằng được học và nghỉ ngơi, cảm thấy ổn lắm.","POSITIVE"
"Em vẫn đang cố cân bằng giữa cuộc sống và đi lại hàng ngày nên nhìn chung thấy không có gì nổi bật thôi.","NEUTRAL"
"Tuy không tập trung được nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả tốc độ giảng bài, vẫn còn vừa phải.","NEUTRAL"
"Em vẫn theo kịp, dù có một số phần hơi mơ hồ.","NEUTRAL"
"Dù tiến độ nhanh, em vẫn cảm thấy ổn và vẫn học ổn được.","POSITIVE"
"Có lúc thấy bực bội không kiểm soát được nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Dù áp lực vì deadline nhiều nhưng cuối cùng em vẫn xử lý ổn mọi thứ.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với cảm giác không đủ năng lực em thấy thấy tiến bộ rõ và dễ chịu hơn trước.","POSITIVE"
"Dù hơi stress nặng thật nhưng em vẫn đang vẫn học ổn bình thường.","NEUTRAL"
"Dù thiếu ngủ nhưng em vẫn giữ được tâm lý tốt tốt, không quá lo.","POSITIVE"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy không theo kịp.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với thời gian tự do em thấy rất thoải mái và dễ chịu hơn trước.","POSITIVE"
"Dù áp lực vì tiến độ nhanh nhưng cuối cùng em vẫn xử lý ổn mọi thứ.","POSITIVE"
"Có lúc thấy rất mệt mỏi nhưng nhìn chung em vẫn xử lý ổn mọi thứ.","NEUTRAL"
"Hơi bực bội không kiểm soát được nhưng em vẫn hiểu được nội dung chính.","NEUTRAL"
"Có lúc thấy stress nặng nhưng nhìn chung em vẫn làm được bài tập.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên lịch học không còn là áp lực lớn, em thấy thoải mái và nhẹ nhõm.","POSITIVE"
"Tuy không theo kịp nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Dù deadline nhiều nhưng em vẫn hiểu được nội dung chính tốt, không quá lo.","POSITIVE"
"Em thích cái cách thầy kết nối lý thuyết với thực tế.","POSITIVE"
"Chuyện tiến độ học quá nhanh đang ảnh hưởng nhiều, cứ tiếp cận nỗi sợ thất bại mà em luôn trong trạng thái lo lắng không yên mấy ngày nay.","NEGATIVE"
"Dạo này tinh thần em khá ổn, đối mặt với áp lực thi cử em thấy thấy tiến bộ rõ và dễ chịu hơn trước.","POSITIVE"
"Em đang phải vừa lo áp lực từ nhiều môn cùng lúc vừa lo việc nấu ăn tự túc, cảm giác không thoải mái thật sự, không biết trụ được bao lâu.","NEGATIVE"
"Do sức khoẻ không tốt dạo này kéo dài, em trở nên rất áp lực với xung quanh, kể cả với bạn bè trong lớp dù không muốn vậy.","NEGATIVE"
"Do bài nhiều mà thời gian không đủ kéo dài, em trở nên không thoải mái với xung quanh, kể cả với đau đầu liên tục dù không muốn vậy.","NEGATIVE"
"Có lúc thấy kiệt sức nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Em thấy nản vì cố mãi mà điểm vẫn không cải thiện.","NEGATIVE"
"Dù deadline nhiều, em vẫn cảm thấy ổn và làm được bài tập được.","POSITIVE"
"Do chuyện gia đình làm em phân tâm kéo dài, em trở nên cáu gắt và mất kiên nhẫn với xung quanh, kể cả với áp lực thi cử dù không muốn vậy.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên deadline bài tập không còn là áp lực lớn, em thấy thấy tiến bộ rõ.","POSITIVE"
"Em chưa quyết định được hướng đi nên mọi thứ, kể cả giấc ngủ, vẫn còn học được.","NEUTRAL"
"Chuyện kỳ vọng của gia đình quá lớn đang ảnh hưởng nhiều, cứ tiếp cận cảm giác cô đơn mà em luôn trong trạng thái bất an mấy ngày nay.","NEGATIVE"
"Có lúc thấy kiệt sức nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Nhờ bạn nhóm hợp tác tốt nên em có thêm năng lượng, thấy dễ tiếp thu hơn với mọi thứ, kể cả tài liệu học tập.","POSITIVE"
"Hơi kiệt sức nhưng em vẫn làm được bài tập.","NEUTRAL"
"Gần đây em cân đối được thời gian hơn nên đi lại hàng ngày không còn là áp lực lớn, em thấy có động lực hơn hẳn.","POSITIVE"
"Dù hơi cáu gắt liên tục thật nhưng em vẫn đang giữ được tâm lý tốt bình thường.","NEUTRAL"
"Tưởng sẽ ổn định nhưng cuối cùng em lại thấy cáu gắt liên tục.","NEGATIVE"
"Tưởng sẽ hiểu bài nhưng cuối cùng em lại thấy mất động lực.","NEGATIVE"
"Em cũng muốn vượt qua dễ dàng lắm nhưng hiện tại chỉ thấy rất mệt mỏi thôi.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại việc ăn uống em thấy yên tâm hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Hơi bực bội không kiểm soát được nhưng em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Tưởng sẽ vượt qua dễ dàng nhưng cuối cùng em lại thấy stress nặng.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại tài liệu học tập em thấy yên tâm hơn nhiều và dễ xử lý hơn trước.","POSITIVE"
"Gần đây em cân đối được thời gian hơn nên lịch học không còn là áp lực lớn, em thấy vui vì hiểu ra rồi.","POSITIVE"
"tiến độ nhanh không làm em nản, em vẫn xử lý ổn mọi thứ như thường.","POSITIVE"
"Em trở nên khó chịu và thiếu kiên nhẫn hơn, áp lực học hành đè nặng quá.","NEGATIVE"
"Dù áp lực vì bài hơi khó nhưng cuối cùng em vẫn vẫn học ổn.","POSITIVE"
"Dù hơi kiệt sức thật nhưng em vẫn đang hiểu được nội dung chính bình thường.","NEUTRAL"
"Tuy đuối sức nhưng nhìn chung em vẫn vẫn học ổn.","NEUTRAL"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy cáu gắt liên tục thôi.","NEGATIVE"
"Tâm trạng em tốt hơn hẳn, nhìn lại chuyện gia đình em thấy chill hơn hẳn và dễ xử lý hơn trước.","POSITIVE"
"Do kỳ vọng của gia đình quá lớn kéo dài, em trở nên mất động lực với xung quanh, kể cả với giấc ngủ dù không muốn vậy.","NEGATIVE"
"Dạo này em đang gặp chuyện không hiểu bài mà ngại hỏi, vì thế khi đối mặt với cân bằng học và nghỉ ngơi cứ thấy mất động lực và khó tập trung.","NEGATIVE"
"Tuy rất mệt mỏi nhưng nhìn chung em vẫn giữ được tâm lý tốt.","NEUTRAL"
"Vì không hiểu bài mà ngại hỏi nên dù sức đề kháng giảm không hẳn là quá khó, em vẫn cứ thấy kiệt sức liên tục.","NEGATIVE"
"Mặc dù mất động lực nhưng em vẫn theo kịp bài được.","NEUTRAL"
"Em cũng muốn vượt qua dễ dàng lắm nhưng hiện tại chỉ thấy kiệt sức thôi.","NEGATIVE"
"Chuyện nhóm không làm việc được với nhau đang ảnh hưởng nhiều, cứ tiếp cận lo âu về tương lai mà em luôn trong trạng thái rất chán nản mấy ngày nay.","NEGATIVE"
"Mặc dù mất động lực nhưng em vẫn giữ được tâm lý tốt được.","NEUTRAL"
"Mặc dù không tập trung được nhưng em vẫn hiểu được nội dung chính được.","NEUTRAL"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang đuối sức nhiều lắm.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên tài liệu học tập không còn là áp lực lớn, em thấy rất thoải mái.","POSITIVE"
"tiến độ nhanh không làm em nản, em vẫn vẫn học ổn như thường.","POSITIVE"
"Do áp lực từ nhiều môn cùng lúc kéo dài, em trở nên đầu óc quay tít với xung quanh, kể cả với tâm trạng gần đây dù không muốn vậy.","NEGATIVE"
"Chuyện áp lực thi cử tích lũy quá lâu đang ảnh hưởng nhiều, cứ tiếp cận chỗ ở trọ mà em luôn trong trạng thái đầu óc quay tít mấy ngày nay.","NEGATIVE"
"Dạo này em đang gặp chuyện mất định hướng không biết đi đâu, vì thế khi đối mặt với sự phù hợp của ngành học cứ thấy cáu gắt và mất kiên nhẫn và khó tập trung.","NEGATIVE"
"Dù deadline nhiều nhưng em vẫn vẫn học ổn tốt, không quá lo.","POSITIVE"
"Dạo này tinh thần em khá ổn, đối mặt với mối quan hệ với thầy cô em thấy yên tâm hơn nhiều và dễ chịu hơn trước.","POSITIVE"
"Em biết áp lực từ nhiều môn cùng lúc không phải lỗi của ai nhưng cứ thấy cáu gắt và mất kiên nhẫn và không kiểm soát được cảm xúc.","NEGATIVE"
"Có lúc thấy rất mệt mỏi nhưng nhìn chung em vẫn theo kịp bài.","NEUTRAL"
"Dạo này tinh thần em khá ổn, đối mặt với sự phù hợp của ngành học em thấy rất thoải mái và dễ chịu hơn trước.","POSITIVE"
"Em cũng muốn theo kịp lắm nhưng hiện tại chỉ thấy quá tải thật sự thôi.","NEGATIVE"
"Có lúc thấy quá tải thật sự nhưng nhìn chung em vẫn hiểu được nội dung chính.","NEUTRAL"
"Tâm trạng em tốt hơn hẳn, nhìn lại đau đầu liên tục em thấy rất thoải mái và dễ xử lý hơn trước.","POSITIVE"
"Dù hơi quá tải thật sự thật nhưng em vẫn đang làm được bài tập bình thường.","NEUTRAL"
"Sau buổi hỏi thêm, em nắm bài chắc hơn hẳn.","POSITIVE"
"Dạo này em học vào hơn, có lẽ do bài hay hơn.","POSITIVE"
"Cứ tưởng sẽ dễ theo kịp hơn nhưng thực ra em đang bực bội không kiểm soát được nhiều lắm.","NEGATIVE"
"Gần đây em cân đối được thời gian hơn nên feedback từ thầy cô không còn là áp lực lớn, em thấy rất thoải mái.","POSITIVE"
"Dù thiếu ngủ, em vẫn cảm thấy ổn và xử lý ổn mọi thứ được.","POSITIVE"
